Id,C_Dealer,C_Freight,C_Volume,C_BaseBoat,C_Engine,C_Series,C_Options,C_Prep,C_DealerName,C_DealerId,C_Enabled
1f548dcf-47b6-46f2-af6e-b2c300fd83cb,2581e682-4ba3-41b8-94c8-b2490154793c,1000,37,37,37,L,37,1000,HURST MARINA,200500,false
747a78f9-b6b8-4a44-a1d4-b2c300fd83cc,f5f40dfa-d414-4f9c-8997-b24901547a7f,1000,37,37,37,L,37,1000,RIDE NORTH - ISHPEMING,217972,false
50b74949-f3c9-4431-ba13-b2c300fd83cc,190effea-1071-41df-9582-b24901547983,1000,37,37,37,L,37,1000,I27 MARINE & POWERSPORTS,210500,false
c5a532a9-1a60-400e-8060-b2c300fd83cd,37e287a8-6573-4f17-b932-b24901547ade,1000,37,37,37,L,37,1000,"INDEPENDENT BOAT BUILDERS, INC.",213500,false
19496518-3ff5-4c24-9259-b2c300fd83cd,2e3b5038-b9cc-4f4a-84fb-b24901547b18,1000,37,37,37,L,37,1000,"INDIAN LAKE MARINA, INC*DO NOT EVER SHIP",213676,false
b2b3bcf1-291b-4d43-8c4f-b2c300fd83d3,73e3e0db-7af7-4f70-a4c8-b24901547bc8,1000,37,37,37,L,37,1000,MOTION X MARINE,213900,false
20f31559-fbf7-40f3-8227-b2c300fd83d4,55c613fe-a40b-4f1f-b065-b24901547c8e,1000,37,37,37,L,37,1000,RIDE NORTH - MARQUETTE,217973,false
4709e0d6-ff39-44bf-a404-b2c300fd83d4,101e17a6-11e9-42a3-b0f6-b24901547ce8,1000,37,37,37,L,37,1000,"IRON RIVER SPORT CENTER, INC",217976,false
0e779225-6a2f-4200-a2ea-b2c300fd83d5,12c2602e-ca6a-40c6-a6ea-b24901547df1,1000,37,37,37,L,37,1000,ACTION MARINE SERVICE  (ON),2200,false
4fcf107d-a8bd-4de6-abbd-b2c300fd83d5,cad81641-aebe-4a08-a0c9-b24901547d55,1000,37,37,37,L,37,1000,J & M CAMPER SALES,226100,false
135e8fbe-9e5d-4625-aae2-b2c300fd83d6,d66ea80c-7b11-4e3f-a767-b24901547e3a,1000,37,37,37,L,37,1000,JACKIES BOAT HOUSE INC,226164,false
e832df87-cc4e-4297-81b5-b2c300fd83d7,1f885b00-d2c6-4240-9b5b-b24901547ecb,1000,37,37,37,L,37,1000,ACTION MARINE **DO NOT SHIP EVER**,22000,false
00c6db1c-c33d-465f-9ad0-b2c300fd83d7,5bf566c2-161e-4020-bc3a-b24901547e97,1000,37,37,37,L,37,1000,JALENSKY'S SPORT AND MARINE,22200,false
0e56df7b-f0e9-400d-b6ef-b2c300fd83d8,3e5480d0-b25d-45a4-9187-b24901548025,1000,37,37,37,L,37,1000,KEITH'S MARINE & MACHINE SHOP INC,255400,false
b5f1da07-227a-4be3-b82b-b2c300fd83d8,76ece5a9-d048-458e-a472-b24901547f88,1000,37,37,37,L,37,1000,JETT'S MARINE INC,237250,false
0586fec3-b3fd-4718-8417-b2c300fd83d9,d81bb285-7928-4c3b-aebd-b249015480c8,1000,37,37,37,L,37,1000,KAYLOR MARINE,255000,false
90797905-3d4f-48e9-ab87-b2c300fd83d9,9e5c61c4-0d19-4f30-8eaa-b24901548074,1000,37,37,37,L,37,1000,JIM'S ANCHORAGE CORP,237500,false
94791bd5-6a0c-492b-8e0d-b2c300fd83da,c8a66b19-fd03-4ef2-8411-b24901548167,1000,37,37,37,L,37,1000,KEMMERER MARINE INC,255412,false
69bc02c8-9a00-4651-969e-b2c300fd83da,49cbaf16-03cf-465f-8fc0-b249015481c8,1000,37,37,37,L,37,1000,KERRY'S BOAT SALES,255840,false
ba5e3202-0e40-48f9-ba2b-b2c300fd83da,f80e5e82-cd1a-4aaf-b28a-b24901548219,1000,37,37,37,L,37,1000,BOAT & ATV WORLD,257000,false
