DealerID,Dealership,Q_BASE_BOAT,Q_ENGINE,Q_OPTIONS,Q_FREIGHT,Q_PREP,Q_VOL_DISC,QX_BASE_BOAT,QX_ENGINE,QX_OPTIONS,QX_FREIGHT,QX_PREP,QX_VOL_DISC,QXS_BASE_BOAT,QXS_ENGINE,QXS_OPTIONS,QXS_FREIGHT,QXS_PREP,QXS_VOL_DISC,R_BASE_BOAT,R_ENGINE,R_OPTIONS,R_FREIGHT,R_PREP,R_VOL_DISC,RX_BASE_BOAT,RX_ENGINE,RX_OPTIONS,RX_FREIGHT,RX_PREP,RX_VOL_DISC,RT_BASE_BOAT,RT_ENGINE,RT_OPTIONS,RT_FREIGHT,RT_PREP,RT_VOL_DISC,G_BASE_BOAT,G_ENGINE,G_OPTIONS,G_FREIGHT,G_PREP,G_VOL_DISC,S_BASE_BOAT,S_ENGINE,S_OPTIONS,S_FREIGHT,S_PREP,S_VOL_DISC,SX_BASE_BOAT,SX_ENGINE,SX_OPTIONS,SX_FREIGHT,SX_PREP,SX_VOL_DISC,L_BASE_BOAT,L_ENGINE,L_OPTIONS,L_FREIGHT,L_PREP,L_VOL_DISC,LX_BASE_BOAT,LX_ENGINE,LX_OPTIONS,LX_FREIGHT,LX_PREP,LX_VOL_DISC,LT_BASE_BOAT,LT_ENGINE,LT_OPTIONS,LT_FREIGHT,LT_PREP,LT_VOL_DISC,S_23_BASE_BOAT,S_23_ENGINE,S_23_OPTIONS,S_23_FREIGHT,S_23_PREP,S_23_VOL_DISC,SV_23_BASE_BOAT,SV_23_ENGINE,SV_23_OPTIONS,SV_23_FREIGHT,SV_23_PREP,SV_23_VOL_DISC,M_BASE_BOAT,M_ENGINE,M_OPTIONS,M_FREIGHT,M_PREP,M_VOL_DISC
77400,DEEP CREEK MARINA LLC,25.0,25.0,25,1000,2000,10,25.0,25.0,25.0,1000,2000,10,25.0,25.0,25.0,1000,2000,10,22,22,22,1000,2000,10,22,22,22,1000,2000,10,22,22,22,1000,2000,10,22,22,22,1000.0,2000.0,10.0,22.0,22.0,22.0,1000,2000.0,10.0,22.0,22.0,22.0,1000,2000.0,10.0,22.0,22.0,22.0,1000,2000,10.0,22,22,22,1000,2000,10,22.0,22.0,22.0,1000,2000.0,10.0,27.0,27.0,27.0,0.0,0.0,10,17.0,17.0,17.0,0,0,10,37.0,37.0,37.0,0.0,0.0,10
90074,DON JOHNSON MOTORS,19.0,19.0,19,600,600,10,19.0,19.0,19.0,600,600,10,19.0,19.0,19.0,600,600,10,19,19,19,600,600,10,19,19,19,600,600,10,19,19,19,600,600,10,19,19,19,600.0,600.0,10.0,0.0,0.0,0.0,600,600.0,0.0,12.0,12.0,12.0,600,600.0,0.0,12.0,12.0,12.0,600,600,0.0,19,19,19,600,600,10,12.0,12.0,12.0,600,600.0,0.0,27.0,27.0,27.0,0.0,0.0,10,17.0,17.0,17.0,0,0,10,37.0,37.0,37.0,0.0,0.0,10
92000,DRUMMONDVILLE MARINE,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,1200.0,750.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,25,25,0,1200,750,0,0.0,0.0,0.0,0,0.0,0.0,27.0,27.0,27.0,0.0,0.0,10,17.0,17.0,17.0,0,0,10,37.0,37.0,37.0,0.0,0.0,10
93295,DRY DOCK MARINE CENTER,35.0,35.0,35,300,1300,10,35.0,35.0,35.0,300,1300,10,35.0,35.0,35.0,300,1300,10,35,35,35,300,1300,10,35,35,35,300,1300,10,35,35,35,300,1300,10,35,35,35,300.0,1300.0,10.0,20.0,20.0,30.0,300,1300.0,0.0,20.0,20.0,30.0,300,1300.0,0.0,20.0,20.0,30.0,300,1300,0.0,35,35,35,300,1300,10,20.0,20.0,30.0,300,1300.0,0.0,27.0,27.0,27.0,0.0,0.0,10,17.0,17.0,17.0,0,0,10,37.0,37.0,37.0,0.0,0.0,10
470369,F & J SADALLAH INC,28.0,28.0,28,1000,500,0,28.0,28.0,28.0,1000,500,0,28.0,28.0,28.0,1000,500,0,28,28,28,1000,500,0,28,28,28,1000,500,0,28,28,28,1000,500,0,28,28,28,1000.0,500.0,10.0,28.0,28.0,28.0,1000,500.0,0.0,28.0,28.0,28.0,1000,500.0,0.0,28.0,28.0,28.0,1000,500,0.0,28,28,28,1000,500,10,28.0,28.0,28.0,1000,500.0,0.0,27.0,27.0,27.0,0.0,0.0,10,17.0,17.0,17.0,0,0,10,37.0,37.0,37.0,0.0,0.0,10
140000,"GALEY'S MARINE SUPPLY, INC.",22.0,22.0,50,2600,1200,0,22.0,22.0,50.0,2600,1200,0,22.0,22.0,50.0,2600,1200,0,22,22,50,2600,1200,0,22,22,50,2600,1200,0,22,22,50,2600,1200,0,22,22,50,2600.0,1200.0,0.0,22.0,22.0,50.0,2600,1200.0,0.0,22.0,22.0,50.0,2600,1200.0,0.0,22.0,22.0,50.0,2600,1200,0.0,22,22,50,2600,1200,0,22.0,22.0,50.0,2600,1200.0,0.0,27.0,27.0,27.0,0.0,0.0,10,17.0,17.0,17.0,0,0,10,37.0,37.0,37.0,0.0,0.0,10
166651,GREATER CANDLEWOOD REC OPP INC(NEW MILFO,25.0,25.0,25,750,750,6,25.0,25.0,25.0,750,750,6,25.0,25.0,25.0,750,750,6,25,25,25,750,750,6,25,25,25,750,750,6,25,25,25,750,750,6,22,22,22,750.0,750.0,6.0,20.0,20.0,20.0,750,750.0,6.0,20.0,20.0,20.0,750,750.0,6.0,20.0,20.0,20.0,750,750,6.0,22,22,22,750,750,6,20.0,20.0,20.0,750,750.0,6.0,27.0,27.0,27.0,0.0,0.0,10,17.0,17.0,17.0,0,0,10,37.0,37.0,37.0,0.0,0.0,10
382100,GROUPE IBERVILLE PERFORMANCE MARINE,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,27.0,27.0,27.0,0.0,0.0,10,17.0,17.0,17.0,0,0,10,37.0,37.0,37.0,0.0,0.0,10
453302,HALL MARINE GROUP,25.0,25.0,25,750,750,10,25.0,25.0,25.0,750,750,10,25.0,25.0,25.0,750,750,10,25,25,25,750,750,10,25,25,25,750,750,10,25,25,25,750,750,10,25,25,25,750.0,750.0,10.0,25.0,25.0,25.0,750,750.0,10.0,25.0,25.0,25.0,750,750.0,10.0,25.0,25.0,25.0,750,750,10.0,25,25,25,750,750,10,25.0,25.0,25.0,750,750.0,10.0,27.0,27.0,27.0,0.0,0.0,10,17.0,17.0,17.0,0,0,10,37.0,37.0,37.0,0.0,0.0,10
176840,HASTINGS MARINE,34.0,34.0,34,0,0,0,34.0,34.0,34.0,0,0,0,34.0,34.0,34.0,0,0,0,34,34,34,0,0,0,34,34,34,0,0,0,34,34,34,0,0,0,31,31,31,0.0,0.0,0.0,32.0,31.0,31.0,0,0.0,0.0,33.0,33.0,33.0,0,0.0,0.0,33.0,33.0,33.0,0,0,0.0,31,31,31,0,0,0,33.0,33.0,33.0,0,0.0,0.0,27.0,27.0,27.0,0.0,0.0,10,17.0,17.0,17.0,0,0,10,37.0,37.0,37.0,0.0,0.0,10
177000,HAYES MARINE,30.0,30.0,0,0,0,0,30.0,30.0,0.0,0,0,0,30.0,30.0,0.0,0,0,0,25,25,0,0,0,0,25,25,0,0,0,0,25,25,0,0,0,0,25,25,0,0.0,0.0,0.0,20.0,20.0,0.0,0,0.0,0.0,20.0,20.0,0.0,0,0.0,0.0,20.0,20.0,0.0,0,0,0.0,25,25,0,0,0,0,20.0,20.0,0.0,0,0.0,0.0,27.0,27.0,27.0,0.0,0.0,10,17.0,17.0,17.0,0,0,10,37.0,37.0,37.0,0.0,0.0,10
199000,"HUBER'S MARINE, INC.",0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,20,20,20,0,0,10,20,20,20,0,0,10,20,20,20,0,0,10,20,20,20,0.0,0.0,0.0,20.0,20.0,20.0,150,150.0,0.0,20.0,20.0,20.0,150,150.0,0.0,20.0,20.0,20.0,150,150,0.0,20,20,20,0,0,0,20.0,20.0,20.0,150,150.0,0.0,27.0,27.0,27.0,0.0,0.0,10,17.0,17.0,17.0,0,0,10,37.0,37.0,37.0,0.0,0.0,10
210500,I27 MARINE & RV,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,27.0,27.0,27.0,0.0,0.0,10,17.0,17.0,17.0,0,0,10,37.0,37.0,37.0,0.0,0.0,10
226100,J & M CAMPER SALES,22.0,15.0,22,1250,1299,10,22.0,15.0,22.0,1250,1299,10,22.0,15.0,22.0,1250,1299,10,19,15,19,1150,1299,10,19,15,19,1150,1299,10,19,15,19,1150,1299,10,19,15,19,1050.0,1299.0,10.0,19.0,15.0,17.0,950,1299.0,10.0,19.0,15.0,17.0,950,1299.0,10.0,19.0,15.0,17.0,950,1299,10.0,19,15,19,1050,1299,10,19.0,15.0,17.0,950,1299.0,10.0,27.0,27.0,27.0,0.0,0.0,10,17.0,17.0,17.0,0,0,10,37.0,37.0,37.0,0.0,0.0,10
557500,JERRY WHITTLE BOATS,0.0,0.0,0,0,0,10,0.0,0.0,0.0,0,0,10,0.0,0.0,0.0,0,0,10,20,20,20,1000,500,10,20,20,20,1000,500,10,20,20,20,1000,500,10,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,27.0,27.0,27.0,0.0,0.0,10,17.0,17.0,17.0,0,0,10,37.0,37.0,37.0,0.0,0.0,10
237500,JIM'S ANCHORAGE CORP,25.0,0.0,25,500,0,10,25.0,0.0,25.0,500,0,10,25.0,0.0,25.0,500,0,10,25,0,25,500,0,10,25,0,25,500,0,10,25,0,25,500,0,10,25,0,25,500.0,0.0,10.0,25.0,0.0,25.0,500,0.0,10.0,25.0,0.0,25.0,500,0.0,10.0,25.0,0.0,25.0,500,0,10.0,25,0,25,500,0,10,25.0,0.0,25.0,500,0.0,10.0,27.0,27.0,27.0,0.0,0.0,10,17.0,17.0,17.0,0,0,10,37.0,37.0,37.0,0.0,0.0,10
256400,KIM L. EICHNER,20.0,20.0,20,1000,750,10,20.0,20.0,20.0,1000,750,10,20.0,20.0,20.0,1000,750,10,20,20,20,1000,750,10,20,20,20,1000,750,10,20,20,20,1000,750,10,20,20,20,1000.0,750.0,10.0,20.0,20.0,20.0,1000,750.0,10.0,20.0,20.0,20.0,1000,750.0,10.0,20.0,20.0,20.0,1000,750,10.0,20,20,20,1000,750,10,20.0,20.0,20.0,1000,750.0,10.0,27.0,27.0,27.0,0.0,0.0,10,17.0,17.0,17.0,0,0,10,37.0,37.0,37.0,0.0,0.0,10
240002,"KURT'S POLARIS, INC.(SEELEY LAKE)",0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15.0,15.0,15.0,700,700.0,10.0,15.0,15.0,15.0,700,700.0,10.0,15.0,15.0,15.0,700,700,10.0,0,0,0,0,0,0,15.0,15.0,15.0,700,700.0,10.0,27.0,27.0,27.0,0.0,0.0,10,17.0,17.0,17.0,0,0,10,37.0,37.0,37.0,0.0,0.0,10
276100,L & S MARINE INC,20.0,20.0,20,825,800,10,20.0,20.0,20.0,825,800,10,20.0,20.0,20.0,825,800,10,20,20,20,825,800,10,20,20,20,825,800,10,20,20,20,825,800,10,20,20,20,825.0,800.0,10.0,20.0,20.0,20.0,825,800.0,10.0,20.0,20.0,20.0,825,800.0,10.0,20.0,20.0,20.0,825,800,10.0,20,20,20,825,800,10,20.0,20.0,20.0,825,800.0,10.0,27.0,27.0,27.0,0.0,0.0,10,17.0,17.0,17.0,0,0,10,37.0,37.0,37.0,0.0,0.0,10
279896,"LEADER FURNITURE SHOWROOMS, INC.",22.0,22.0,23,750,900,10,22.0,22.0,23.0,750,900,10,22.0,22.0,23.0,750,900,10,22,22,23,700,900,10,22,22,23,700,900,10,22,22,23,700,900,10,22,22,23,700.0,900.0,10.0,22.0,22.0,23.0,700,900.0,10.0,22.0,22.0,23.0,700,900.0,10.0,22.0,22.0,23.0,700,900,10.0,22,22,23,700,900,10,22.0,22.0,23.0,700,900.0,10.0,27.0,27.0,27.0,0.0,0.0,10,17.0,17.0,17.0,0,0,10,37.0,37.0,37.0,0.0,0.0,10
289616,LODDER'S WATERTOWN MARINE,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,25,25,250,350,0,0,25,25,250,350,0,0,25,25,250,350,0,23,23,23,250.0,350.0,0.0,20.0,20.0,20.0,250,850.0,0.0,20.0,20.0,20.0,250,850.0,0.0,20.0,20.0,20.0,250,850,0.0,23,23,23,250,350,0,20.0,20.0,20.0,250,850.0,0.0,27.0,27.0,27.0,0.0,0.0,10,17.0,17.0,17.0,0,0,10,37.0,37.0,37.0,0.0,0.0,10
289900,"LONGSHORE MARINE, INC",30.0,30.0,30,1475,1895,9,30.0,30.0,30.0,1475,1895,9,30.0,30.0,30.0,1475,1895,9,30,30,30,1475,1895,9,30,30,30,1475,1895,9,30,30,30,1475,1895,9,27,25,25,1375.0,1495.0,9.0,22.0,25.0,25.0,1275,1275.0,9.0,22.0,25.0,25.0,1275,1275.0,9.0,22.0,25.0,25.0,1275,1275,9.0,27,25,25,1375,1495,9,22.0,25.0,25.0,1275,1275.0,9.0,27.0,27.0,27.0,0.0,0.0,10,17.0,17.0,17.0,0,0,10,37.0,37.0,37.0,0.0,0.0,10
139900,MARCH FIRST INC,25.0,25.0,25,950,950,10,25.0,25.0,25.0,950,950,10,25.0,25.0,25.0,950,950,10,25,25,25,950,950,10,25,25,25,950,950,10,25,25,25,950,950,10,25,25,25,950.0,950.0,10.0,25.0,25.0,25.0,950,950.0,10.0,25.0,25.0,25.0,950,950.0,10.0,25.0,25.0,25.0,950,950,10.0,25,25,25,950,950,10,25.0,25.0,25.0,950,950.0,10.0,27.0,27.0,27.0,0.0,0.0,10,17.0,17.0,17.0,0,0,10,37.0,37.0,37.0,0.0,0.0,10
301770,"MARK MILLER MARINE, INC.",15.0,15.0,15,750,250,10,15.0,15.0,15.0,750,250,10,15.0,15.0,15.0,750,250,10,15,15,15,750,250,10,15,15,15,750,250,10,15,15,15,750,250,10,20,20,20,750.0,250.0,10.0,20.0,20.0,20.0,750,250.0,10.0,20.0,20.0,20.0,750,250.0,10.0,20.0,20.0,20.0,750,250,10.0,20,20,20,750,250,10,20.0,20.0,20.0,750,250.0,10.0,27.0,27.0,27.0,0.0,0.0,10,17.0,17.0,17.0,0,0,10,37.0,37.0,37.0,0.0,0.0,10
303364,MC KAYS RV CENTER,20.0,20.0,20,900,400,0,20.0,20.0,20.0,900,400,0,20.0,20.0,20.0,900,400,0,20,20,20,900,400,0,20,20,20,900,400,0,20,20,20,900,400,0,20,20,20,900.0,400.0,0.0,30.0,30.0,30.0,900,400.0,0.0,30.0,30.0,30.0,900,400.0,0.0,30.0,30.0,30.0,900,400,0.0,20,20,20,900,400,0,30.0,30.0,30.0,900,400.0,0.0,27.0,27.0,27.0,0.0,0.0,10,17.0,17.0,17.0,0,0,10,37.0,37.0,37.0,0.0,0.0,10
301752,MMD SALES LTD (CALGARY),22.0,22.0,22,1600,2000,10,22.0,22.0,22.0,1600,2000,10,22.0,22.0,22.0,1600,2000,10,22,22,22,1600,2000,10,22,22,22,1600,2000,10,22,22,22,1600,2000,10,22,22,22,1600.0,2000.0,10.0,21.0,21.0,21.0,1600,1220.0,10.0,21.0,21.0,21.0,1600,1220.0,10.0,21.0,21.0,21.0,1600,1220,10.0,22,22,22,1600,2000,10,21.0,21.0,21.0,1600,1220.0,10.0,27.0,27.0,27.0,0.0,0.0,10,17.0,17.0,17.0,0,0,10,37.0,37.0,37.0,0.0,0.0,10
301753,MMD SALES LTD (SASKATOON),22.0,22.0,22,1600,2000,10,22.0,22.0,22.0,1600,2000,10,22.0,22.0,22.0,1600,2000,10,22,22,22,1600,2000,10,22,22,22,1600,2000,10,22,22,22,1600,2000,10,22,22,22,1600.0,2000.0,10.0,21.0,21.0,21.0,1600,1220.0,10.0,21.0,21.0,21.0,1600,1220.0,10.0,21.0,21.0,21.0,1600,1220,10.0,22,22,22,1600,2000,10,21.0,21.0,21.0,1600,1220.0,10.0,27.0,27.0,27.0,0.0,0.0,10,17.0,17.0,17.0,0,0,10,37.0,37.0,37.0,0.0,0.0,10
301754,MMD SALES LTD (WEST KELOWNA),22.0,22.0,22,1800,2000,10,22.0,22.0,22.0,1800,2000,10,22.0,22.0,22.0,1800,2000,10,22,22,22,1800,2000,10,22,22,22,1800,2000,10,22,22,22,1800,2000,10,22,22,22,1800.0,2000.0,10.0,21.0,21.0,21.0,1800,1220.0,10.0,21.0,21.0,21.0,1800,1220.0,10.0,21.0,21.0,21.0,1800,1220,10.0,22,22,22,1800,2000,10,21.0,21.0,21.0,1800,1220.0,10.0,27.0,27.0,27.0,0.0,0.0,10,17.0,17.0,17.0,0,0,10,37.0,37.0,37.0,0.0,0.0,10
340336,MOUNTAINEER BOAT SALES INC,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,15.0,15.0,15.0,500,295.0,10.0,15.0,15.0,15.0,500,295.0,10.0,15.0,15.0,15.0,500,295,10.0,0,0,0,0,0,0,15.0,15.0,15.0,500,295.0,10.0,27.0,27.0,27.0,0.0,0.0,10,17.0,17.0,17.0,0,0,10,37.0,37.0,37.0,0.0,0.0,10
333836,NICHOLS MARINE - NORMAN,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,27.0,27.0,27.0,0.0,0.0,10,17.0,17.0,17.0,0,0,10,37.0,37.0,37.0,0.0,0.0,10
333205,NOR CAL MASTERCRAFT INC - PLEASANTON,20.0,20.0,20,2802,1875,10,20.0,20.0,20.0,2802,1875,10,20.0,20.0,20.0,2802,1875,10,20,20,20,2802,1875,10,20,20,20,2802,1875,10,20,20,20,2802,1875,10,20,20,20,2802.0,1875.0,10.0,20.0,20.0,20.0,2802,1875.0,10.0,20.0,20.0,20.0,2802,1875.0,10.0,20.0,20.0,20.0,2802,1875,10.0,20,20,20,2802,1875,10,20.0,20.0,20.0,2802,1875.0,10.0,27.0,27.0,27.0,0.0,0.0,10,17.0,17.0,17.0,0,0,10,37.0,37.0,37.0,0.0,0.0,10
379900,PEAK PERFORMANCE,20.0,20.0,20,400,100,10,20.0,20.0,20.0,400,100,10,20.0,20.0,20.0,400,100,10,20,20,20,400,100,10,20,20,20,400,100,10,20,20,20,400,100,10,22,20,22,400.0,100.0,10.0,20.0,20.0,20.0,400,100.0,10.0,20.0,20.0,20.0,400,100.0,10.0,20.0,20.0,20.0,400,100,10.0,22,20,22,400,100,10,20.0,20.0,20.0,400,100.0,10.0,27.0,27.0,27.0,0.0,0.0,10,17.0,17.0,17.0,0,0,10,37.0,37.0,37.0,0.0,0.0,10
379950,PEARSON'S MARINA,18.0,0.0,18,125,0,10,18.0,0.0,18.0,125,0,10,18.0,0.0,18.0,125,0,10,18,0,18,125,0,10,18,0,18,125,0,10,18,0,18,125,0,10,18,0,18,125.0,0.0,10.0,18.0,0.0,18.0,125,0.0,10.0,18.0,0.0,18.0,125,0.0,10.0,18.0,0.0,18.0,125,0,10.0,18,0,18,125,0,10,18.0,0.0,18.0,125,0.0,10.0,27.0,27.0,27.0,0.0,0.0,10,17.0,17.0,17.0,0,0,10,37.0,37.0,37.0,0.0,0.0,10
389870,"POMPANO BEACH MARINE CENTER, INC.",20.0,20.0,20,2040,2500,5,20.0,20.0,20.0,2040,2500,5,20.0,20.0,20.0,2040,2500,5,25,25,25,2040,2500,5,25,25,25,2040,2500,5,25,25,25,2040,2500,5,20,20,20,1500.0,2300.0,5.0,20.0,20.0,20.0,1500,2300.0,5.0,20.0,25.0,20.0,1500,2300.0,5.0,20.0,25.0,20.0,1500,2300,5.0,20,20,20,1500,2300,5,20.0,25.0,20.0,1500,2300.0,5.0,27.0,27.0,27.0,0.0,0.0,10,17.0,17.0,17.0,0,0,10,37.0,37.0,37.0,0.0,0.0,10
14003,SEALAND MARINE (YANKTON),25.0,25.0,25,750,1235,0,25.0,25.0,25.0,750,1235,0,25.0,25.0,25.0,750,1235,0,25,25,25,750,1235,0,25,25,25,750,1235,0,25,25,25,750,1235,0,25,25,25,750.0,1235.0,0.0,25.0,25.0,25.0,750,1235.0,0.0,25.0,25.0,25.0,750,1235.0,0.0,25.0,25.0,25.0,750,1235,0.0,25,25,25,750,1235,0,25.0,25.0,25.0,750,1235.0,0.0,27.0,27.0,27.0,0.0,0.0,10,17.0,17.0,17.0,0,0,10,37.0,37.0,37.0,0.0,0.0,10
432002,REND LAKE MARINA INC,15.0,15.0,15,800,600,10,15.0,15.0,15.0,800,600,10,15.0,15.0,15.0,800,600,10,15,15,15,800,600,10,15,15,15,800,600,10,15,15,15,800,600,10,15,15,15,800.0,600.0,10.0,15.0,15.0,15.0,800,600.0,10.0,15.0,15.0,15.0,800,600.0,10.0,15.0,15.0,15.0,800,600,10.0,15,15,15,800,600,10,15.0,15.0,15.0,800,600.0,10.0,27.0,27.0,27.0,0.0,0.0,10,17.0,17.0,17.0,0,0,10,37.0,37.0,37.0,0.0,0.0,10
434850,"RIVA YAMAHA SOUTH, INC",25.0,25.0,25,1500,1500,10,25.0,25.0,25.0,1500,1500,10,25.0,25.0,25.0,1500,1500,10,25,25,25,1500,1500,10,25,25,25,1500,1500,10,25,25,25,1500,1500,10,23,23,23,1500.0,1500.0,10.0,18.0,18.0,18.0,1500,1000.0,10.0,20.0,20.0,20.0,1500,1000.0,10.0,20.0,20.0,20.0,1500,1000,10.0,23,23,23,1500,1500,10,20.0,20.0,20.0,1500,1000.0,10.0,27.0,27.0,27.0,0.0,0.0,10,17.0,17.0,17.0,0,0,10,37.0,37.0,37.0,0.0,0.0,10
434962,RIVER VALLEY POWER & SP OF LK MINNETONKA,20.0,20.0,20,525,800,10,20.0,20.0,20.0,525,800,10,20.0,20.0,20.0,525,800,10,20,20,20,525,800,10,20,20,20,525,800,10,20,20,20,525,800,10,20,20,20,525.0,800.0,10.0,18.0,18.0,18.0,525,800.0,0.0,18.0,18.0,18.0,525,800.0,0.0,18.0,18.0,18.0,525,800,0.0,20,20,20,525,800,10,18.0,18.0,18.0,525,800.0,0.0,27.0,27.0,27.0,0.0,0.0,10,17.0,17.0,17.0,0,0,10,37.0,37.0,37.0,0.0,0.0,10
440550,ROGERS OUTDOOR LLC,20.0,20.0,30,650,0,0,20.0,20.0,30.0,650,0,0,20.0,20.0,30.0,650,0,0,20,20,30,650,0,0,20,20,30,650,0,0,20,20,30,650,0,0,20,20,30,650.0,0.0,0.0,20.0,20.0,30.0,650,0.0,0.0,20.0,20.0,30.0,650,0.0,0.0,20.0,20.0,30.0,650,0,0.0,20,20,30,650,0,0,20.0,20.0,30.0,650,0.0,0.0,27.0,27.0,27.0,0.0,0.0,10,17.0,17.0,17.0,0,0,10,37.0,37.0,37.0,0.0,0.0,10
146074,"RTL COMPANY, INC.",0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,23,23,23,1,750,10,23,23,23,1,750,10,23,23,23,1,750,10,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,27.0,27.0,27.0,0.0,0.0,10,17.0,17.0,17.0,0,0,10,37.0,37.0,37.0,0.0,0.0,10
451576,SANDY CREEK MARINA INC (BRECKENRIDGE),0.0,0.0,0,0,0,10,0.0,0.0,0.0,0,0,10,0.0,0.0,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,27.0,27.0,27.0,0.0,0.0,10,17.0,17.0,17.0,0,0,10,37.0,37.0,37.0,0.0,0.0,10
451695,"SANNIC, LLC",20.0,20.0,20,800,1200,10,20.0,20.0,20.0,800,1200,10,20.0,20.0,20.0,800,1200,10,20,20,20,800,1200,10,20,20,20,800,1200,10,20,20,20,800,1200,10,18,18,18,800.0,1200.0,10.0,18.0,18.0,18.0,800,800.0,10.0,18.0,18.0,18.0,800,800.0,10.0,18.0,18.0,18.0,800,800,10.0,18,18,18,800,1200,10,18.0,18.0,18.0,800,800.0,10.0,27.0,27.0,27.0,0.0,0.0,10,17.0,17.0,17.0,0,0,10,37.0,37.0,37.0,0.0,0.0,10
453350,"SCHRONCE POWERSPORTS, INC.",0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,20,20,20,750,600,8,20,20,20,750,600,8,20,20,20,750,600,8,20,20,20,750.0,600.0,8.0,20.0,20.0,20.0,750,600.0,8.0,20.0,20.0,20.0,750,600.0,8.0,20.0,20.0,20.0,750,600,8.0,20,20,20,750,600,8,20.0,20.0,20.0,750,600.0,8.0,27.0,27.0,27.0,0.0,0.0,10,17.0,17.0,17.0,0,0,10,37.0,37.0,37.0,0.0,0.0,10
456501,SHADRACK WATERSPORTS INC     (KNOXVILLE),20.0,20.0,20,500,500,10,20.0,20.0,20.0,500,500,10,20.0,20.0,20.0,500,500,10,20,20,20,500,500,10,20,20,20,500,500,10,20,20,20,500,500,10,20,20,20,500.0,500.0,10.0,20.0,20.0,20.0,500,500.0,10.0,20.0,20.0,20.0,500,500.0,10.0,20.0,20.0,20.0,500,500,10.0,20,20,20,500,500,10,20.0,20.0,20.0,500,500.0,10.0,27.0,27.0,27.0,0.0,0.0,10,17.0,17.0,17.0,0,0,10,37.0,37.0,37.0,0.0,0.0,10
